id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
50217774,⭐NEW⭐ Modrn Apt w/ Prvt ⭐Deck⭐ in the ♥️North Park,3273218,Lauren,,North Hills,32.74695,-117.13293,Entire home/apt,212,1,87,2022-06-05,7.09,2,148,86,
50613961,North Park University Heights  San Diego Condo,118780325,Gerry,,North Hills,32.75081,-117.14482,Entire home/apt,195,3,12,2022-06-11,2.95,3,295,12,
50572912,Mountain View Bedroom Close to Downtown,125028386,Gail,,Grant Hill,32.71198,-117.12616,Private room,86,1,53,2022-06-11,4.53,1,320,53,
50223390,"Family friendly, 15 min to beaches. Peloton bike",103016483,Jessica,,Clairemont Mesa,32.82235808662617,-117.18802500285844,Entire home/apt,230,30,0,,,1,48,0,
50573221,1 North Park/San Diego Zoo/Balboa Park 2 Bed Condo,118780325,Gerry,,North Hills,32.74243,-117.14504,Entire home/apt,197,3,33,2022-05-29,2.93,3,278,33,
50615899,Modern studio | @Gaslamp Quarter!,210933477,Raphel,,Cortez Hill,32.721153,-117.156204,Entire home/apt,116,2,76,2022-06-03,6.46,4,44,76,
50223413,Stunning Ocean Beach Gem - has everything!,201368670,Jennifer And Chris,,Ocean Beach,32.74797,-117.24625,Entire home/apt,189,3,53,2022-06-12,4.37,2,304,53,
50616229,"*SD2* by EliteGuest™ w/ AC Near Zoo, Balboa, NPark",149145008,Frank,,City Heights West,32.74588,-117.10538,Entire home/apt,209,1,20,2022-05-30,2.10,6,50,20,
50574755,Luxurious One Bedroom Suite with Balboa Park View,408623755,Fir,,Park West,32.7256,-117.16075,Entire home/apt,165,1,63,2022-06-12,5.32,35,322,63,
50574841,WanderJaunt | Kyra | 2BR | Mission Valley,104309976,WanderJaunt,,Moreno Mission,32.77142,-117.18617,Entire home/apt,304,1,12,2022-05-10,1.05,75,133,12,
50225168,"⭐⭐New Modern Apt w/Prvt Patio, ❤ Hip North Park ⭐⭐",10037744,Ron,,North Hills,32.74678,-117.13323,Entire home/apt,223,1,43,2022-06-12,3.58,1,154,43,
50575164,Cozy San Diego Cabin Style Private Suite,408627247,Meri,,Grantville,32.78791,-117.08726,Entire home/apt,130,2,22,2022-05-30,3.20,1,323,22,
50616614,"*SD3* by EliteGuest™ w/ AC Near Zoo, Balboa, NPark",149145008,Frank,,City Heights West,32.7459,-117.10567,Entire home/apt,262,1,36,2022-05-28,3.39,6,44,36,
50226071,Amazing Gaslamp condo with extra large patio!,7115082,Austin,,Gaslamp Quarter,32.70748,-117.15993,Entire home/apt,145,30,2,2022-02-25,0.24,1,0,2,
50617145,"Brand-new, modern 2 bedroom apt in South Park",41772365,Alex,,Balboa Park,32.72832,-117.12998,Entire home/apt,188,2,8,2022-06-14,5.22,1,139,8,
50617944,A True Private Gem | Minutes To Atractions,210933477,Raphel,,Cortez Hill,32.72208,-117.15683,Entire home/apt,190,2,76,2022-06-06,6.44,4,90,76,
50577181,Mission Hills-Entire Guest House-Center of it All,408648904,Ari,,Midtown,32.74417,-117.1746,Entire home/apt,136,1,55,2022-06-09,4.77,1,328,55,
50729766,Next to San Diego Downtown - Cali King Size Studio,408623755,Fir,,Park West,32.72572,-117.16074,Entire home/apt,139,1,93,2022-06-09,8.02,35,169,93,
50226169,Cozy and quaint Spanish Casita in Quiet Kensington,26389884,Sheri,,Kensington,32.763069,-117.100113,Entire home/apt,112,2,21,2022-06-04,1.98,1,207,21,
50729893,Designer condo with SUNSET VIEWS over San Diego,385278574,Mike,,Balboa Park,32.71801,-117.13811,Entire home/apt,150,2,10,2022-06-12,1.51,2,25,10,
50622419,Comfy Studio in Old Town,7805452,Mark,,Old Town,32.74633,-117.19166,Entire home/apt,107,3,21,2022-05-31,1.78,13,58,21,
50228786,Private Studio Apartment in Mission Hills,180039229,Jenn,,Old Town,32.74889,-117.17793,Entire home/apt,114,3,2,2021-10-22,0.22,1,223,2,
50623296,Heart of Hillcrest Hideaway,109052577,Jules,,Midtown,32.74728,-117.15675,Entire home/apt,414,4,6,2022-03-21,0.56,1,330,6,
50624029,Rooftop Deck- Steps from Mission Beach/Bay,270333939,David,,Mission Bay,32.78238,-117.25176,Entire home/apt,900,2,29,2022-05-23,2.51,2,0,29,
50730669,"Modern, Luxurious and Prime location All in One",408623755,Fir,,Park West,32.72607,-117.16005,Entire home/apt,145,1,29,2022-05-21,2.51,35,150,29,
50229543,Spacious Sunny Remodeled Craftsman 4 Br 2 Bath,309273644,Vacation,,Grant Hill,32.70797,-117.14573,Entire home/apt,399,2,7,2022-03-11,0.59,3,274,7,
50730945,Premier Location with Great Scenic Downtown View,408623755,Fir,,Park West,32.72595,-117.16031,Entire home/apt,139,1,65,2022-06-09,5.62,35,153,65,
50941923,Confortable private studio 5min border & downtown,170131957,Alberto,,Tijuana River Valley,32.54076,-117.05359,Private room,39,1,9,2022-03-10,0.91,1,364,9,
50731905,Lovely 1 Bedroom unit in Crown Point Near the Bay!,77573725,Brooks,,Mission Bay,32.79093,-117.24065,Entire home/apt,186,2,4,2021-09-06,0.36,1,344,4,
50625147,Lovely 1-bedroom great location,408847226,Helene,,Pacific Beach,32.79678,-117.25059,Private room,84,2,10,2021-11-24,0.96,1,0,10,
50638807,Pacific Beach Oceanfront Haven,37353287,Nancys,,Pacific Beach,32.79887,-117.25614,Entire home/apt,384,1,8,2022-03-08,0.87,53,344,8,
50959055,Beautiful Modern 1 bedroom apartment,261398974,Sirena,,Grantville,32.79512,-117.10744,Entire home/apt,180,3,1,2022-04-03,0.41,1,286,1,
50732209,Comfy Studio with Cali King Size Mattress,408623755,Fir,,Park West,32.72551,-117.16039,Entire home/apt,133,1,50,2022-06-11,4.35,35,159,50,
50961869,"NEW Beautiful BOHO Home by Beach, Downtown + Shops",12451747,Brittany,,Memorial,32.70061,-117.13841,Entire home/apt,204,2,23,2022-05-30,2.12,1,112,23,
50732407,Prime Location - Awesome View -1 bedroom Apartment,408623755,Fir,,Park West,32.72604,-117.16034,Entire home/apt,134,1,37,2022-05-01,3.20,35,146,37,
50732515,One Bedroom Apartment with Luxurious Furnitures,408623755,Fir,,Park West,32.72415,-117.16044,Entire home/apt,140,1,40,2022-04-29,3.46,35,155,40,
50643354,"Cheerful3 Bdrm&2.5Bath.5 miles from DelMar
beach",400237802,Sharone,,Carmel Valley,32.96302,-117.18247,Entire home/apt,420,3,0,,,1,13,0,
50964264,Sunset Suite,25117268,Bryan,,Ocean Beach,32.75201,-117.244713,Entire home/apt,348,2,4,2022-06-12,3.64,2,67,4,
50975782,"Cozy 2 bedroom house close to beach, Bay and USD.",22214508,Bryan,,Linda Vista,32.7908,-117.17349,Entire home/apt,206,2,4,2022-01-09,0.42,1,102,4,
50643674,"La Playa Place, Pool, View,  Golf Cart, Walkable +",53851051,C Marselle,,Wooded Area,32.71932,-117.23523,Entire home/apt,794,2,24,2022-06-05,2.50,1,304,24,
50732689,Studio with Beautiful View next to Downtown,408623755,Fir,,Park West,32.7239,-117.16036,Entire home/apt,142,1,52,2022-06-01,4.50,35,147,52,
50978200,One Bedroom camper with full bathroom and shower,412338281,Gloria,,Encanto,32.72226,-117.06133,Entire home/apt,85,1,0,,,2,0,0,
50732967,3 Floor TownHouse Next to Downtown Max 12 sleepers,408623755,Fir,,Park West,32.72403,-117.15986,Entire home/apt,976,3,0,,,35,55,0,
50643720,Private and affordable space on Chula Vista,179282305,Armando,,Southwest,32.6096,-117.07503,Entire home/apt,97,2,14,2022-05-30,1.21,1,74,14,
50978550,Lovely Space one bedroom with full bathroom,412338281,Gloria,,Encanto,32.72469,-117.0601,Entire home/apt,87,1,0,,,2,0,0,
50978574,One bedroom Guest Suite in Carmel Valley,90054538,Maria,,Rancho Penasquitos,32.96687,-117.16258,Entire home/apt,136,3,14,2022-05-30,1.36,1,34,14,
50643784,Lovely Studio w Full Kitchen in Heart of San Diego,408623755,Fir,,Park West,32.72398,-117.15981,Entire home/apt,168,1,51,2022-06-12,4.57,35,149,51,
50646655,Hermoso Departamento 3 cuartos en Mission Valley,10524569,Cesar,,Serra Mesa,32.78375,-117.14494,Entire home/apt,680,15,6,2022-05-28,0.58,1,365,6,
50733947,Del mar Heights room-1,65837387,Kevin,,North City,32.95572,-117.23368,Private room,53,30,4,2022-01-14,0.58,2,165,4,
50981896,Ocean-Bay-Sunset View Condo in Pacific Beach!,412274357,Paolo,,Pacific Beach,32.80445,-117.23241,Entire home/apt,273,4,31,2022-06-11,2.84,1,82,31,
50733950,Cozy Quiet Family Beach Home,409992770,Charles,,Pacific Beach,32.8044,-117.24718,Entire home/apt,430,5,2,2022-06-05,1.30,1,223,2,
50735629,"Bright, modern guest house with bonus loft/office.",7435243,Jill,,North Hills,32.73391,-117.1301,Entire home/apt,96,28,3,2021-11-19,0.31,1,2,3,
50646786,Beach Cottage,245399127,Kimberly,,Ocean Beach,32.75138,-117.24636,Entire home/apt,150,4,6,2022-05-31,0.83,1,5,6,
50990725,NEW/ Private Balcony/ Close to Beach&Attractions,407386163,West Coast Homestays,,Bay Ho,32.83037,-117.21912,Entire home/apt,330,1,22,2022-06-01,2.06,5,91,22,
50653465,Spacious 1 Bedroom Apartment in Balboa Park,408623755,Fir,,Park West,32.724907,-117.15963,Entire home/apt,125,1,46,2022-06-13,3.99,35,158,46,
50738378,Enjoy Quiet Living at the Beach.   Work nights? 👍,24522023,Braeden,,Mission Bay,32.79301,-117.23153,Private room,87,7,2,2021-08-01,0.18,3,55,2,
50993297,"Cozy MCM bungalow! OB/Pt Loma, pet friendly/yard!",172202422,Lifestyle Property Management,,Loma Portal,32.74225,-117.23687,Entire home/apt,235,3,7,2022-04-16,0.66,3,9,7,
50747697,Spectacular Ocean View! All New 2 bdrm/2bth!,174094873,Dan,,Wooded Area,32.72814,-117.24824,Entire home/apt,389,3,16,2022-05-29,1.48,1,88,16,
50993565,Top Floor Loft in Amazing Hillcrest Location,73558871,Travis,,Midtown,32.74628,-117.15402,Entire home/apt,173,2,45,2022-06-09,4.30,5,133,45,
50748528,Endless Ocean Views - 4 bedrooms panoramic views with pool,6558055,Sarah,,La Jolla,32.85735,-117.24682,Entire home/apt,2039,1,3,2022-02-20,0.58,18,25,3,
50658092,Entire Single Family Home Private Driveway EV & RV,3458451,Gideon,,City Heights West,32.73213,-117.10561,Entire home/apt,130,60,0,,,1,204,0,
50994167,Private Entrance Cozy room UTC NearUCSD La Jolla,205817222,Paola,,University City,32.86151,-117.19016,Private room,102,2,30,2022-06-11,3.09,1,343,30,
50659681,Spectacular Uptown Home for Retreats and Meetings,70375918,Rebecca,,Park West,32.72725,-117.16355,Entire home/apt,423,1,26,2022-05-30,2.51,14,261,26,
50749852,Stunning Coastal Luxury/20min Bch/4Min Wlk to Shop,88139884,Suzanne,,Lake Murray,32.80348,-117.01253,Entire home/apt,221,30,2,2022-05-31,0.20,1,275,2,
50994507,"North PB Jewel, Spacious Condo Steps to the Beach",249303087,Alison,,La Jolla,32.809067,-117.26088,Entire home/apt,175,29,3,2022-01-03,0.34,1,287,3,
50751529,✧ Walkable & Pet/Child Friendly in heart of SD ✧,401413072,Wander,,South Park,32.71865,-117.12213,Entire home/apt,302,2,25,2022-06-08,2.29,6,212,25,
50661216,"Upscale Residential Home- Carmel Valley, San Diego",271248389,Jordan,,Carmel Valley,32.92343,-117.21551,Entire home/apt,600,3,4,2021-11-28,0.35,1,175,4,
50673910,Luxurious Design One Bedroom Apt near Balboa Park,408623755,Fir,,Park West,32.724907,-117.15963,Entire home/apt,134,1,71,2022-05-31,6.07,35,157,71,
50995452,The California - On Top of San Diego in a Hot Tub,412501601,Adam,,Old Town,32.74673,-117.19042,Entire home/apt,421,2,22,2022-05-16,2.08,3,66,22,
50675081,The ROWAN in Golden Hill,8875994,Janella,,South Park,32.71667,-117.12395,Entire home/apt,153,7,3,2022-05-16,0.29,19,303,3,
50677624,Centrally Located Cozy Studio Apartment in SD,408623755,Fir,,Park West,32.724907,-117.15963,Entire home/apt,134,1,45,2022-06-11,3.90,35,156,45,
50678195,Happy Buddha,35602530,Lily,,Midtown,32.74047,-117.1618,Private room,98,2,36,2022-05-29,3.09,5,67,36,
50751777,✧ Walkable & Pet/Child Friendly in heart of SD ✧,401413072,Wander,,South Park,32.71901,-117.12201,Entire home/apt,252,1,25,2022-05-30,2.29,6,218,25,
50752155,Room In Resort Like Condo,376101901,Wyatt,,Otay Ranch,32.62245,-116.96236,Private room,62,90,0,,,2,225,0,
50754880,Tiny Beach Studio a Block From the Beach,1028043,Jesse,,Mission Bay,32.77196,-117.25265,Entire home/apt,139,1,15,2022-05-01,1.30,40,283,15,
50998030,"Modern Guest House with pool, steps to SDSU",63293520,Ian,,College Area,32.76998,-117.07693,Entire home/apt,120,1,44,2022-06-04,4.06,1,39,44,
50758532,isthmus oasis on mission beach,9132372,George,,Mission Bay,32.77208,-117.25171,Entire home/apt,405,2,39,2022-06-12,3.38,1,293,39,
50678901,Lovely 1-bedroom loft  With pool,69394746,Khaled,,Grantville,32.79193,-117.10664,Entire home/apt,140,3,4,2021-08-01,0.35,1,0,4,
51002315,SD Luxury Penthouse in Historic BLDG!#10102001019,395318064,Chris & Meghan,,Gaslamp Quarter,32.71272,-117.15988,Entire home/apt,203,2,29,2022-06-01,2.64,24,260,29,
50678991,Spanish Dream Home - New Construction,114865882,Billy,,Loma Portal,32.74235,-117.24476,Entire home/apt,450,3,24,2022-06-07,2.21,4,309,24,
51002386,"Nice, Brand New, Bright House close to the beach",186362126,Steven And Cassandra,,University City,32.85622,-117.20235,Entire home/apt,154,1,32,2022-06-13,2.97,2,191,32,
50679058,1-Bedroom with Cali King Size Bed in San Diego,408623755,Fir,,Park West,32.724907,-117.15963,Entire home/apt,149,1,45,2022-06-04,3.90,35,155,45,
50770814,*NEW LISTING!* - The Bay Ho Casita | 10 Mins to the Beach,38613171,Matt,,Bay Ho,32.83435,-117.22554,Entire home/apt,136,2,54,2022-06-10,4.78,2,112,54,
51003727,BRAND NEW Residential Home in heart of San Diego,39886496,Sudo,,City Heights East,32.73546,-117.09926,Entire home/apt,327,2,8,2022-06-05,1.42,1,305,8,
50772090,Pineapple Paradise 2br/2ba Oceanfront Condo,462702495,Keri,,Mission Bay,32.76828,-117.25233,Entire home/apt,442,3,31,2022-06-06,2.74,11,292,31,
50679235,Adorable 2 bedroom Casita,9337353,Chandra,,Bay Park,32.77727,-117.20391,Entire home/apt,350,2,27,2022-05-30,2.34,1,131,27,
51012340,Student Only Property: Standard Triple with Shared Bathroom,226804666,Miroslav,,College Area,32.77652,-117.07994,Private room,79,1,0,,,85,359,0,
50679425,Adorable cottage in Talmadge,166655204,Carlos,,Talmadge,32.76255,-117.088585,Entire home/apt,120,2,51,2022-06-07,4.50,1,320,51,
50680278,Awesome Balboa Park View with Huge Balcony in SD,408623755,Fir,,Park West,32.724907,-117.15963,Entire home/apt,147,1,104,2022-06-10,9.02,35,150,104,
50775965,Enjoy Downtown San Diego Harbour Lights resort,104401000,Maxx,,Gaslamp Quarter,32.71566,-117.16053,Entire home/apt,345,2,0,,,1,85,0,
50776301,La Jolla Shores Ranch Just Minutes From the Beach,54475366,Susan,,La Jolla,32.86628,-117.24432,Entire home/apt,295,2,17,2022-04-24,1.84,2,3,17,
50777849,"""TULUMINATI"" Tulum inspired Mission Beach Condo",45483825,Rex,,Mission Bay,32.78247,-117.2519,Entire home/apt,213,3,41,2022-06-05,3.57,6,151,41,
51012356,Student Only Property: Stylish Single Room with Shared Bathroom,226804666,Miroslav,,College Area,32.77649,-117.07806,Private room,95,1,0,,,85,359,0,
51012377,Student Only Property: Captivating Double Room with Shared Bathroom,226804666,Miroslav,,College Area,32.7764,-117.07943,Private room,87,1,0,,,85,359,0,
50780142,Sweet North Pacific Beach Private Guest Quarters,372911,Gwenyth Anais,,Pacific Beach,32.80569,-117.25625,Entire home/apt,135,3,25,2022-06-03,2.24,2,333,25,
51018097,Cozy Sunset Cliffs Condo,136223247,Lauren,,Ocean Beach,32.73836,-117.25427,Entire home/apt,245,21,1,2021-08-29,0.10,1,365,1,
50681137,Walk to the bay! 3BR/3BA  Private Rooftop Patio,12517022,Vicki,,Mission Bay,32.791458,-117.241844,Entire home/apt,504,3,11,2022-06-12,1.08,1,212,11,
51021118,Adorable Comfortable Cottage/2BR/1BA/Sleeps 6,16912042,Robert,,Northwest,32.64456,-117.06776,Entire home/apt,169,2,7,2021-12-15,0.63,19,350,7,
50781157,Large Lovely North Pacific Beach Retreat,372911,Gwenyth Anais,,Pacific Beach,32.806,-117.25596,Entire home/apt,450,3,9,2022-06-13,0.89,2,322,9,
51021707,"Ocean View Condo with Pool, Gym, BBQ and more!",347491982,Bhavneet,,Columbia,32.71895,-117.16962,Entire home/apt,150,20,0,,,1,0,0,
50788537,Centrally located studio! Private and Cozy!,219716720,John,,Cortez Hill,32.72208,-117.15643,Entire home/apt,110,2,67,2022-06-07,5.89,3,55,67,
50788863,Charming and Relexing Studio @Downtown,219716720,John,,Cortez Hill,32.7209,-117.1574,Entire home/apt,120,2,72,2022-06-07,6.32,3,66,72,
50789979,1 Bedroom steps from boardwalk in Mission Beach,24013099,Dominic,,Mission Bay,32.79027,-117.25325,Entire home/apt,221,3,37,2022-06-01,3.31,8,21,37,
50682600,Modern Studio in the heart of the Gaslamp Quarter,381503571,Darnell,,Gaslamp Quarter,32.70918,-117.16089,Entire home/apt,108,31,2,2022-04-22,0.70,1,309,2,
50695517,Ocean Front Beauty II -3Bdr/2Ba/7Bed/New Furniture,28790148,Eric,,Mission Bay,32.77338,-117.252861,Entire home/apt,665,1,3,2022-05-11,0.28,8,40,3,
51021962,"Lovely 1BR condo w/ pool/spa, 4 min drive to beach",171334486,Seren And Angela,,Del Mar Heights,32.94877,-117.2467,Entire home/apt,145,170,4,2022-01-04,0.39,2,0,4,
50697480,Awesome Balboa and Downtown View with Cozy Patio,408623755,Fir,,Park West,32.724907,-117.15963,Entire home/apt,137,1,133,2022-06-11,11.43,35,160,133,
50792043,La Jolla Shores Beach boy bungalow,90786414,Kathleen,,La Jolla,32.84573,-117.25178,Private room,134,1,16,2022-06-05,1.38,4,352,16,
51023775,"Ten Palms Garden and Cottage, Mission Hills",3382417,Heather,,Midtown,32.74273,-117.18031,Entire home/apt,268,1,33,2022-05-30,3.16,2,160,33,
50795522,Perfect Flat in University Heights!,43349223,Evan,,North Hills,32.75292,-117.14308,Entire home/apt,134,1,48,2022-06-11,4.31,59,80,48,
50796927,Downtown! Walk anywhere. A/C. Balcony. Free Parking. Netflix,133837362,Steven,,East Village,32.71071,-117.15499,Entire home/apt,185,21,25,2022-05-24,2.34,2,124,25,
50798241,VIEW OF OCEAN/PIER/BEACH Studio w/ Balcony- (Olas),41417897,Natalia,,Ocean Beach,32.74552,-117.25526,Entire home/apt,150,2,59,2022-05-30,5.13,32,79,59,
50697648,Pacific Beach & Steps to Sand! 2 bed 2 bath,15311158,Kruti,,Pacific Beach,32.79376157798935,-117.2457288283596,Entire home/apt,250,2,20,2022-06-03,1.76,2,130,20,
50698340,Luxurious Furnished Studio w Full Kitchen in SD,408623755,Fir,,Park West,32.72397,-117.16011,Entire home/apt,134,1,25,2022-06-08,2.17,35,156,25,
50699294,Between North Park & Hillcrest!,176675186,Velenda,,North Hills,32.74879,-117.14286,Entire home/apt,192,1,55,2022-05-28,4.78,2,208,55,
51025805,Modern Room w/ New Appliances - no cleaning fee!,145835953,Kevin,,Paradise Hills,32.66605,-117.05434,Private room,86,1,49,2022-05-29,4.44,3,155,49,
51025824,One bedroom condo a block to the best beach ever.,47435485,Cassandra,,La Jolla,32.83198,-117.27918,Entire home/apt,159,1,61,2022-06-14,5.68,1,275,61,
50700196,Master Bedroom w/ Private Bath (15 min f/ Beaches),9148867,Charlotte,,Tierrasanta,32.829535314286346,-117.10720885799195,Private room,129,21,1,2021-07-11,0.09,1,15,1,
50700562,Luxurious Studio in Heart of San Diego w Cali King,408623755,Fir,,Park West,32.72557,-117.16062,Entire home/apt,131,1,51,2022-06-11,4.53,35,150,51,
50799018,"Penthouse Near Beach, SeaWorld,  USD 🎓 & Trolley",63554978,Ian,,Linda Vista,32.76932,-117.17285,Entire home/apt,125,31,2,2022-02-24,0.23,1,284,2,
50810326,Gaslamp (San Diego downtown) distance walking,394291732,Abed,,Marina,32.71228,-117.1637,Entire home/apt,209,30,1,2021-12-18,0.17,2,344,1,
51025904,Studio Space only steps from the beach,359922483,Joshua,,Mission Bay,32.7818,-117.2526,Entire home/apt,126,2,0,,,1,62,0,
50812891,Efficiency unit next to grocery store with parking,27426278,Stacy,,Roseville,32.7295,-117.22676,Entire home/apt,131,1,24,2022-06-13,2.27,2,6,24,
50815286,"(#2) 1BR/1BA 15 Min away from everything in S.D.,",318872168,Ron,,Valencia Park,32.70681,-117.07765,Entire home/apt,113,5,7,2022-04-10,0.64,24,348,7,
50700917,*NEW* Tiny home with Big features! Tiny pet ok 🐶,71246344,Victor,,College Area,32.77044,-117.04844,Entire home/apt,102,3,8,2022-05-31,2.47,2,269,8,
50701909,One Bedroom Apartment with SD Downtown View,408623755,Fir,,Park West,32.726,-117.16063,Entire home/apt,120,1,43,2022-06-12,3.78,35,165,43,
50702213,The Most Beautiful Bay View from 1 Bedroom Apt,408623755,Fir,,Park West,32.72448,-117.16082,Entire home/apt,154,1,51,2022-06-11,4.45,35,146,51,
51027262,Studio with Private Entrance next to Balboa Park,408623755,Fir,,Park West,32.72584,-117.16008,Entire home/apt,130,1,64,2022-06-07,5.77,35,75,64,
50703109,2 bed 2 bath house close to downtown,169940066,Camilla,,Memorial,32.70327,-117.13895,Entire home/apt,120,30,0,,,1,0,0,
50822912,Room 212 - Hawthorne Historic Inn,147702206,Stephen,,Park West,32.72848,-117.1631,Entire home/apt,200,31,2,2021-10-18,0.21,13,317,2,
51036110,✨⭐️ BoHo Chic Studio Retreat ⭐️✨,11315693,Miles,,Normal Heights,32.77258,-117.1189,Entire home/apt,118,30,2,2022-05-15,0.26,10,51,2,
50833539,Luxury Private  1 bedroom 1 bath.,230986230,Symber,,Mira Mesa,32.92285,-117.11738,Private room,100,1,5,2021-08-15,0.45,1,11,5,
50705015,Spacious 500 sqft Studio with Balboa Park View,408623755,Fir,,Park West,32.7244,-117.16062,Entire home/apt,142,1,53,2022-05-30,4.57,35,139,53,
50705274,Spacious Studio with Incredible Balboa Park View,408623755,Fir,,Park West,32.72608,-117.16068,Entire home/apt,147,1,123,2022-06-13,10.79,35,157,123,
51036524,High Rise Penthouse-Near Padres Petco Park- East V,63806328,Heather,,East Village,32.70841,-117.15398,Entire home/apt,155,31,2,2022-03-01,0.22,7,32,2,
50705423,Cozy Studio next to San Diego DT and Balboa Park,408623755,Fir,,Park West,32.72375,-117.15987,Entire home/apt,125,1,64,2022-06-11,5.52,35,151,64,
50705680,New Remodel ☆ Convenient Ground Level ☆ HUGE Patio,3017970,Surf Style,,Mission Bay,32.761868,-117.251221,Entire home/apt,365,3,3,2021-11-11,0.27,126,277,3,
50834474,Stylish 1 Bedroom Condo in Downton San Diego!,121784457,Elcim,,Core,32.71548,-117.15522,Entire home/apt,145,30,3,2022-04-01,0.29,10,197,3,
50834505,🏠LuxuryHome in Chula Vista Luxurious neighborhood,242641800,Andrea,,Otay Ranch,32.61356,-116.99761,Entire home/apt,263,3,33,2022-06-06,3.10,4,60,33,
51042376,Clean & Cozy hidden Gem 💎🌟 | Downtown In 2 mins📍,50237637,Somewheresafe,,Memorial,32.69661,-117.12697,Entire home/apt,121,1,68,2022-06-05,6.11,7,327,68,
51043113,Cozy 2 Bed 1BA Bankers Hill Residence with parking,16308848,Robert,,Midtown,32.73975,-117.16493,Entire home/apt,249,2,35,2022-06-12,4.45,1,42,35,
50842485,Gaslamp/Downtown private studio apt breakfast inc,84920527,Kay,,East Village,32.70823,-117.1496,Entire home/apt,123,3,6,2022-02-21,0.59,1,118,6,
51043453,"New build 3 Bed+Loft, 2.5 bath w/ Roof deck views!",8735628,Cindy,,Mission Bay,32.7921,-117.23258,Entire home/apt,686,3,5,2022-06-08,0.46,26,104,5,
50705681,New Remodel ☆ Bright Top Level Unit ☆ Outdoor Deck,3017970,Surf Style,,Mission Bay,32.761875,-117.251175,Entire home/apt,344,3,7,2022-04-27,0.89,126,311,7,
51043777,Cozy 1bdr cottage on Adams Ave- Walk to everything,412976473,A,,Normal Heights,32.76388,-117.11758,Entire home/apt,132,1,23,2022-05-29,2.24,1,93,23,
50706237,WanderJaunt | Quill | 2BR | Mission Valley,104309976,WanderJaunt,,Moreno Mission,32.769,-117.18611,Entire home/apt,372,1,32,2022-06-12,2.78,75,250,32,
51045093,BRAND NEW 2 Bedroom 1 Block from OB Dog Beach,10558127,Neil,,Ocean Beach,32.75383,-117.24787,Entire home/apt,257,3,37,2022-05-23,3.40,1,95,37,
50706293,WanderJaunt | Avery | 2BR | Mission Valley,104309976,WanderJaunt,,Moreno Mission,32.76973,-117.18403,Entire home/apt,363,1,26,2022-06-06,2.25,75,259,26,
50843454,"3Bd Modern Home | Peloton, Sauna, Gym and a view!",47435145,Brooke,,Grantville,32.78316,-117.09293,Entire home/apt,189,28,3,2022-03-05,0.35,1,187,3,
51045454,"“Cozy Beach Cottage"" Two Block Walk to the Beach☀️🏖",214813877,Greg,,Pacific Beach,32.8087,-117.25802,Entire home/apt,256,1,27,2022-05-23,2.85,1,310,27,
50848523,2 bed 1 bath near downtown San Diego & Petco Park,37847287,David,,Grant Hill,32.71133,-117.145332,Entire home/apt,242,2,13,2022-05-30,1.79,2,282,13,
50706487,Spacious 1 Bedroom Apartment in Heart of San Diego,408623755,Fir,,Park West,32.72592,-117.16036,Entire home/apt,153,1,75,2022-05-28,6.54,35,133,75,
50706563,Sleek Studio,7805452,Mark,,Old Town,32.74836,-117.18969,Entire home/apt,123,3,27,2022-06-05,2.34,13,61,27,
51046047,NEW☀️ 3min walk to beach!!! North PB beach HOUSE,102929864,Laura,,Pacific Beach,32.80201,-117.25473,Entire home/apt,275,30,2,2022-03-31,0.44,7,213,2,
50706587,Cute Studio With Large Balcony and Great Park View,408623755,Fir,,Park West,32.72404,-117.16079,Entire home/apt,130,1,77,2022-06-11,6.73,35,150,77,
50706772,Steps to Balboa Park- Brand New Apt - Cozy Studio,408623755,Fir,,Park West,32.72604,-117.15998,Entire home/apt,139,1,103,2022-06-05,8.90,35,162,103,
50706860,"2 Bedroom, 2 Bathroom Detached Apt Max 7 Sleepers",408623755,Fir,,Park West,32.72597,-117.16013,Entire home/apt,244,1,53,2022-06-12,4.68,35,120,53,
50849634,1 bed 1 bath near downtown San Diego & Petco Park,37847287,David,,Grant Hill,32.71027,-117.14417,Entire home/apt,174,2,7,2022-05-06,1.06,2,301,7,
50849765,⭐️ The Ocean Beach Bungalow on Quiet Street ⭐️ San Diego,191135924,Adam,,Loma Portal,32.74855,-117.23756,Entire home/apt,267,7,22,2022-06-11,2.02,12,92,22,
51046269,UCSD Private Queen BedRM w/Patio 2 miles to Beach,410312554,Joe,,University City,32.87454,-117.21631,Private room,81,30,26,2022-05-14,2.50,3,49,26,
50851032,WanderJaunt | Oswald | 2BR | Mission Valley,104309976,WanderJaunt,,Moreno Mission,32.76999,-117.18538,Entire home/apt,392,1,4,2021-11-08,0.35,75,250,4,
50851066,WanderJaunt | Sheldon | 2BR | Mission Valley,104309976,WanderJaunt,,Moreno Mission,32.76949,-117.187,Entire home/apt,298,1,25,2022-06-05,2.21,75,252,25,
50707182,Downtown View 4 Sleepers Studio- Great for Getaway,408623755,Fir,,Park West,32.72595,-117.16048,Entire home/apt,133,1,52,2022-06-10,4.50,35,166,52,
